filename,bandgap,formation_energy
mp20-train-mp-643814.cif,3.3636,-2.0798479405
mp20-train-mp-568529.cif,0.0,-0.2380614720833337
mp20-train-mp-10626.cif,0.0,-1.010678879999999
mp20-train-mp-759676.cif,0.0,-2.53790018296875
mp20-train-mp-754736.cif,3.1394,-1.9487391408333337
mp20-train-mp-862287.cif,0.0,-0.8688942487500002
mp20-train-mp-1185135.cif,0.0,-1.031756316375
mp20-train-mp-676315.cif,0.1960999999999999,-1.387992539666667
mp20-train-mp-550220.cif,1.6039,-1.792285130500001
mp20-train-mp-571044.cif,0.0,-0.9152038625000004
mp20-train-mp-766870.cif,0.0,-1.8522878158103453
mp20-train-mp-552963.cif,0.8289,-3.261532757083334
mp20-train-mp-1025252.cif,1.5642,-1.9745449019704435
mp20-train-mp-570668.cif,0.282,-2.0729241615625003
mp20-train-mp-973935.cif,0.0,0.0613077916666663
mp20-train-mp-1217143.cif,0.0,-1.450797083541667
mp20-train-mp-1206941.cif,0.0,-0.575991100833334
mp20-train-mp-567807.cif,0.0,-0.8242556805555546
mp20-train-mp-862259.cif,0.0,-0.2688765137499995
mp20-train-mvc-15303.cif,1.6830999999999998,-1.85953414
mp20-train-mp-757085.cif,0.7183000000000002,-2.0053346070833324
mp20-train-mp-1070264.cif,0.0,-0.8069664230000001
mp20-train-mp-1025227.cif,0.0009000000000001,-2.278259995
mp20-train-mp-18198.cif,0.0,-1.001830913888889
mp20-train-mp-1095424.cif,0.0,-1.0626836082601885
mp20-train-mp-1102869.cif,0.0,-1.1224766850000012
mp20-train-mp-1206898.cif,0.0,-0.7185612426666672
mp20-train-mp-1113580.cif,3.7384,-2.1839126488333327
mp20-train-mp-21437.cif,1.2382,-1.638986081111111
mp20-train-mp-1030682.cif,0.1049000000000002,-0.545346386223958
mp20-train-mp-1217696.cif,0.0,-0.1587015633333332
mp20-train-mp-1238847.cif,0.0,-1.0387412084359602
mp20-train-mp-1221909.cif,0.0,-0.954272526311577
mp20-train-mp-567580.cif,0.0,-0.4428374349999995
mp20-train-mp-1207855.cif,0.0,-0.601768360769232
mp20-train-mp-1223641.cif,0.0,-2.9327970991
mp20-train-mp-1219073.cif,0.0,-0.2409602040277789
mp20-train-mp-1102155.cif,0.0,-0.7937850200000008
mp20-train-mp-675739.cif,0.0,-1.8549729024107136
mp20-train-mp-1221196.cif,0.5257999999999998,-0.9702564285543764
mp20-train-mp-989588.cif,0.0,-0.5766284889999994
mp20-train-mp-1209057.cif,0.0,-0.650600358333333
mp20-train-mp-866106.cif,0.0,-0.5922886712499997
mp20-train-mp-864990.cif,0.0,-0.215195611465516
mp20-train-mp-1212860.cif,5.9275,-4.235024944166668
mp20-train-mp-1104668.cif,0.0,-1.008044691428571
mp20-train-mp-694855.cif,1.3476000000000004,-2.136064842777778
mp20-train-mp-559417.cif,4.377000000000001,-3.143332962916665
mp20-train-mp-753397.cif,0.0,-1.8143320492857136
mp20-train-mp-1238828.cif,0.0217999999999998,-1.122038590833333
mp20-train-mp-1518993.cif,3.3892,-2.9740798711666656
mp20-train-mp-7911.cif,1.3559,-1.2247965501666662
mp20-train-mp-1186678.cif,0.0,-0.336911024375
mp20-train-mp-1183895.cif,0.0,-0.4880099331249994
mp20-train-mp-1219522.cif,0.0,0.0135466089999994
mp20-train-mp-1183187.cif,0.0,-0.2115906887500003
mp20-train-mp-1095550.cif,0.0,-1.1952281441666663
mp20-train-mp-1222929.cif,0.0,-0.4655872358333326
mp20-train-mp-570778.cif,2.6885000000000003,0.0349784949999998
mp20-train-mp-13384.cif,1.8335,-0.834633274239583
mp20-train-mp-21510.cif,0.8731,-0.4881231212586208
mp20-train-mp-1220781.cif,3.0399,-2.393458977327588
mp20-train-mp-1226822.cif,0.0,-0.8122529262962956
mp20-train-mp-20334.cif,0.0,-0.985334974166666
mp20-train-mp-997094.cif,1.6597,-1.8644140979166663
mp20-train-mvc-3973.cif,0.8357000000000001,-2.4398850320000007
mp20-train-mp-8560.cif,5.9139,-2.1772442697321432
mp20-train-mp-4475.cif,0.0,-0.4127336696041667
mp20-train-mp-20347.cif,0.0,-1.0346531716666665
mp20-train-mp-1224395.cif,0.0,-0.3873441146153847
mp20-train-mp-1147589.cif,0.0,-2.0551678253906247
mp20-train-mp-1248625.cif,3.3346,-2.992132098793104
mp20-train-mp-1106129.cif,1.7886999999999995,-1.5481121764705883
mp20-train-mp-557163.cif,5.152100000000001,-3.319559323055556
mp20-train-mp-1210309.cif,4.4469,-2.016928923965517
mp20-train-mp-10225.cif,0.0,-1.2509027682004312
mp20-train-mp-1219515.cif,0.6520000000000001,-0.8242904777864588
mp20-train-mp-862866.cif,0.0,-0.7415928849999993
mp20-train-mp-1219977.cif,0.0,-0.6116637633333332
mp20-train-mp-557296.cif,0.2077,-2.5678126341264376
mp20-train-mp-7376.cif,0.0,-0.5009250985714289
mp20-train-mp-559094.cif,0.0685,-1.0668080022222226
mp20-train-mp-1205575.cif,0.0,-2.894614975333333
mp20-train-mp-1187051.cif,0.0,-0.4160911949999999
mp20-train-mp-1019378.cif,3.7523,-1.3337153446874996
mp20-train-mp-1189929.cif,2.5122,-2.418342401296296
mp20-train-mp-29364.cif,2.9218,-2.198206253787879
mp20-train-mp-3827.cif,0.0,-1.0015904073125004
mp20-train-mp-1186253.cif,0.0,-0.2001959074999999
mp20-train-mp-4574.cif,0.0,-3.207073988333333
mp20-train-mp-1184112.cif,0.0,-0.18100587125
mp20-train-mp-551131.cif,0.0,-1.5010346443749991
mp20-train-mp-1228329.cif,0.0,-0.7296368324999998
mp20-train-mp-7121.cif,0.0,-0.3454466019999998
mp20-train-mp-1079307.cif,0.0,-0.7193925566666669
mp20-train-mp-1219582.cif,5.4953,-3.2236028308333338
mp20-train-mp-1207143.cif,0.0,-0.2081599312499999
mp20-train-mp-1225505.cif,0.0,-0.3863528041666666
mp20-train-mp-2498.cif,0.0,-0.0291806116666665
mp20-train-mp-1217205.cif,0.0,-1.524383245494791
mp20-train-mp-25972.cif,1.0953,-2.389875679377396
mp20-train-mp-755352.cif,4.4196,-3.1678989494444445
mp20-train-mp-776331.cif,0.0,-2.2074129137500003
mp20-train-mp-27791.cif,4.1268,-3.112902746458333
mp20-train-mp-20324.cif,0.0,-2.1959560480769227
mp20-train-mp-849493.cif,3.702,-2.8913954859523807
mp20-train-mp-753348.cif,0.2350000000000003,-1.4267323785714296
mp20-train-mp-1185443.cif,0.0,-0.3990206233333331
mp20-train-mp-1207880.cif,0.0,-0.535804289375001
mp20-train-mp-23177.cif,2.4641,-0.6920993337499999
mp20-train-mp-1183051.cif,0.0,0.0532160843749993
mp20-train-mp-1079700.cif,0.0,-0.7546511416666672
mp20-train-mp-1220417.cif,0.0,-0.1970174412500007
mp20-train-mp-29562.cif,0.0,-1.3763321929629626
mp20-train-mp-9274.cif,1.4026999999999998,-0.4619977815624998
mp20-train-mp-1184689.cif,0.0,-0.4224683837499992
mp20-train-mp-1187927.cif,0.0,-0.3641782449999999
mp20-train-mp-18881.cif,0.0734999999999996,-2.1496637117692305
mp20-train-mp-1215267.cif,0.0,-3.7269618906666655
mp20-train-mp-972246.cif,0.0,-0.4042590050000001
mp20-train-mp-1113274.cif,0.0,-3.1211526531666665
mp20-train-mp-755786.cif,0.2081999999999997,-1.721171699333334
mp20-train-mp-22957.cif,6.2488,-3.5924706847222225
mp20-train-mp-776473.cif,3.0655,-2.6884077835000006
mp20-train-mp-1540553.cif,1.6461,-1.999396434907408
mp20-train-mp-1186122.cif,0.0,-0.0596399541379311
mp20-train-mp-2463.cif,0.0,-0.1750609950000002
mp20-train-mp-2133.cif,0.7316,-1.7908960925
mp20-train-mp-1227425.cif,2.0872,-0.7187818223809528
mp20-train-mp-1030504.cif,1.1583,-0.8999767898958323
mp20-train-mp-7650.cif,3.4968,-3.000575480625
mp20-train-mp-1112120.cif,4.088,-2.4413497418362065
mp20-train-mp-1188827.cif,0.8051000000000004,-0.7663104499218747
mp20-train-mp-11660.cif,1.0259,-1.8010664364285722
mp20-train-mp-1189057.cif,0.0,-0.9087937068750004
mp20-train-mp-758265.cif,0.0,-2.1069532075925923
mp20-train-mp-30750.cif,0.0,-0.5356965533333327
mp20-train-mp-1069533.cif,2.0914,-1.975276308625
mp20-train-mp-1224091.cif,0.0,-0.4797582674999998
mp20-train-mp-1014219.cif,0.0,-0.1992026600000009
mp20-train-mp-1217066.cif,0.0,-0.2625107581944442
mp20-train-mp-491.cif,0.0,-2.283690446339285
mp20-train-mp-1222686.cif,0.0,-1.3028446466666668
mp20-train-mp-864769.cif,0.0,-0.2693578091666668
mp20-train-mp-1213025.cif,0.0,-0.9864850358333328
mp20-train-mp-20381.cif,0.0,-0.7215423013888898
mp20-train-mp-568182.cif,0.0,-0.734933633
mp20-train-mp-23950.cif,5.135,-0.3759996722142849
mp20-train-mp-972176.cif,0.0,-0.5042969461111113
mp20-train-mp-1188586.cif,0.0,-0.636323651
mp20-train-mp-1187338.cif,0.0,0.0248982749999999
mp20-train-mp-29976.cif,2.6404,-1.1638671697424054
mp20-train-mp-1651584.cif,3.869,-2.0797581531666665
mp20-train-mp-1113712.cif,0.0,-2.1718354246666665
mp20-train-mp-755568.cif,3.0727,-1.9143899184999995
mp20-train-mp-1096882.cif,0.0,-0.5480728569999996
mp20-train-mp-1183305.cif,0.0,-0.5153376866666668
mp20-train-mp-1221656.cif,0.0,-0.4680091944827591
mp20-train-mp-632286.cif,0.0,0.0588853099999999
mp20-train-mp-1216765.cif,0.0,-0.135247312916667
mp20-train-mp-1185750.cif,0.0,-0.2342714404166666
mp20-train-mp-1222453.cif,0.0001999999999995,-3.135025580238095
mp20-train-mp-1095673.cif,0.0,-0.3371986824999986
mp20-train-mp-1221275.cif,0.0,-0.2784489338103444
mp20-train-mp-1103567.cif,0.0,-0.6525255747222225
mp20-train-mp-1227325.cif,1.9918,-2.6855214946666663
mp20-train-mp-6732.cif,0.0,-2.9429200695000004
mp20-train-mp-768221.cif,3.1467,-2.7733014223333328
mp20-train-mp-21419.cif,0.0,0.0185630083333331
mp20-train-mp-11258.cif,0.0,-0.8540597449999998
mp20-train-mp-850956.cif,0.0754999999999999,-2.0619496465229887
mp20-train-mp-849731.cif,1.3877000000000002,-2.740892999666668
mp20-train-mp-559847.cif,1.2689,-0.5481821199305562
mp20-train-mp-1106203.cif,0.2711999999999994,-0.6407920134374998
mp20-train-mp-754382.cif,16.5964,0.00378677
mp20-train-mp-560262.cif,0.1306000000000002,-0.8489075160714284
mp20-train-mp-21521.cif,1.6807,-1.540855651810345
mp20-train-mp-1018020.cif,0.0,-0.3634370453385416
mp20-train-mp-570558.cif,0.0,-2.0215770605555554
mp20-train-mp-1227213.cif,0.0,-0.1208810533333339
mp20-train-mvc-16572.cif,1.1044,-2.609684342999999
mp20-train-mp-864657.cif,2.2173,-1.6451244487500003
mp20-train-mp-865730.cif,0.0,-0.3506541733333339
mp20-train-mp-1177618.cif,1.7173000000000005,-2.3066942911954027
mp20-train-mp-1211294.cif,0.0,-1.0249940999999998
mp20-train-mp-37045.cif,0.0,-2.308334728214286
mp20-train-mp-753776.cif,0.0,-1.1218762734259258
mp20-train-mp-1668.cif,0.0,-0.811231003333333
mp20-train-mp-867270.cif,0.0,-0.5918615562500005
mp20-train-mp-16180.cif,3.1257,-2.1539753706211977
mp20-train-mp-1094439.cif,0.0,-0.0598192099999999
mp20-train-mp-30354.cif,0.0,-0.198988186333333
mp20-train-mp-1080622.cif,0.0,-2.163919056
mp20-train-mp-30349.cif,0.0,-0.2747109158333334
mp20-train-mp-1221781.cif,0.0228999999999999,-0.412021654655172
mp20-train-mp-866153.cif,0.0,-0.9830098508333328
mp20-train-mp-776323.cif,0.7747999999999999,-2.301106314833333
mp20-train-mp-1220006.cif,0.0,-0.1368687434615388
mp20-train-mvc-15272.cif,0.0,-0.7855157419999997
mp20-train-mp-1190311.cif,3.7876,-1.6307488364224136
mp20-train-mp-1070844.cif,0.0,-1.2336300216666665
mp20-train-mp-30244.cif,3.5667,-2.287609636428571
mp20-train-mp-1189549.cif,3.5461,-0.5877765620833335
mp20-train-mp-541150.cif,0.0,-2.1088623355172422
mp20-train-mp-1220096.cif,0.0,-0.0438443623809519
mp20-train-mp-9676.cif,1.0602,-0.5003233475086208
mp20-train-mp-1224007.cif,2.7065,-2.528745401505173
mp20-train-mp-1293376.cif,0.0,-1.6735882615000002
mp20-train-mp-998429.cif,1.8303,-1.8597583668333333
mp20-train-mp-1185393.cif,0.0,-0.5906647933333335
mp20-train-mp-1179515.cif,0.0,-0.4708762724999982
mp20-train-mp-1103290.cif,5.7238,-0.3063384316666664
mp20-train-mp-1017981.cif,0.0,0.001088535
mp20-train-mp-1186338.cif,0.0,-0.4487003191666661
mp20-train-mp-12802.cif,0.0,-0.1894391937500001
mp20-train-mp-763609.cif,0.7011000000000003,-2.0622595375257107
mp20-train-mp-866116.cif,0.0,-0.3949059775000005
mp20-train-mp-555358.cif,0.0,-1.6207081895625002
mp20-train-mp-780883.cif,0.1124999999999998,-2.528338046532568
mp20-train-mp-1222671.cif,0.0,-0.2899770766666669
mp20-train-mp-983229.cif,0.0,-0.4993493412499994
mp20-train-mvc-16811.cif,0.0150000000000001,-1.9947430055993425
mp20-train-mp-1103015.cif,0.0,-0.1142353750000009
mp20-train-mp-1219188.cif,0.0,-0.7351056791666662
mp20-train-mp-159.cif,0.0,0.0090101799999997
mp20-train-mp-2694.cif,0.0,-0.5010386950000001
mp20-train-mp-1223095.cif,2.1281,-3.167949628947368
mp20-train-mp-19086.cif,0.5262000000000002,-2.051542814583334
mp20-train-mp-754556.cif,0.7190999999999996,-0.9742971606250012
mp20-train-mp-569696.cif,0.0,-0.4967639120000001
mp20-train-mp-1185121.cif,0.0,-0.2986286600000003
mp20-train-mp-755142.cif,3.378400000000001,-3.569737777142857
mp20-train-mp-25405.cif,0.1784000000000001,-2.155606396145833
mp20-train-mp-1209526.cif,0.0,-0.9044483943749988
mp20-train-mp-1186508.cif,0.0,-0.5456066875000003
mp20-train-mp-1247173.cif,0.0,-1.1399617391995065
mp20-train-mp-1223096.cif,0.0,-0.0885969401754389
mp20-train-mp-571249.cif,0.0,0.0136797416666668
mp20-train-mp-864734.cif,0.0,-0.6887904774999996
mp20-train-mp-1187348.cif,0.0,-0.8747125250000005
mp20-train-mp-23353.cif,0.8462000000000001,-0.4456140721428566
mp20-train-mp-2090.cif,0.0,-0.0679299675000004
mp20-train-mp-1217476.cif,0.0,-1.1120193699999994
mp20-train-mp-1232213.cif,0.2214,-1.8552613121180552
mp20-train-mp-1186713.cif,0.0,0.0303695650000008
mp20-train-mp-1226069.cif,0.0,-0.3011047741666672
mp20-train-mp-1208115.cif,2.3775,-1.96525262
mp20-train-mp-23206.cif,0.0,-0.3124720299999994
mp20-train-mp-1187320.cif,0.0,0.0389127166666665
mp20-train-mp-866009.cif,0.0,-0.4972510850000002
mp20-train-mp-1219358.cif,0.0,-0.394495845833332
mp20-train-mp-753230.cif,2.2938,-1.836075004833333
mp20-train-mp-862560.cif,0.2079999999999999,-1.4349594700000006
mp20-train-mp-1113480.cif,0.9802000000000002,-1.6236489792528732
mp20-train-mp-867201.cif,0.0,-0.3889139775000001
mp20-train-mp-7035.cif,3.9401,-2.8907376321875
mp20-train-mp-1104447.cif,0.0,-1.5426394707857136
mp20-train-mp-562182.cif,3.4382999999999995,-2.644601011
mp20-train-mp-1227008.cif,0.3029999999999999,-0.5594440459375001
mp20-train-mp-1095380.cif,0.0,-0.7968139186111122
mp20-train-mp-8406.cif,0.0449999999999999,-0.9939837316666668
mp20-train-mp-1221389.cif,0.0,-0.1251000552909484
mp20-train-mp-765618.cif,0.2129999999999998,-2.2354121152825672
mp20-train-mp-20790.cif,2.4231000000000003,-0.6955120493055554
mp20-train-mp-1205315.cif,0.7824000000000004,-1.799173972083333
mp20-train-mp-1222555.cif,0.0,-0.3218707740277781
mp20-train-mp-30147.cif,0.0,-0.9835340377777774
mp20-train-mp-2462.cif,0.0,-0.1482280758333332
mp20-train-mp-1102578.cif,0.0,-0.5533032387878788
mp20-train-mp-1215230.cif,0.0,-0.2154376816762457
mp20-train-mp-1519250.cif,1.7541000000000002,-2.875165659666666
mp20-train-mp-1222697.cif,0.0,-2.3481264815625007
mp20-train-mp-558830.cif,3.1571,-1.7651734011111109
mp20-train-mp-1206423.cif,0.0,-0.48896008
mp20-train-mp-1188529.cif,0.0,-1.9372036492758613
mp20-train-mp-903.cif,0.0,-0.0322882483333325
mp20-train-mp-1112480.cif,1.5315,-1.507348840766666
mp20-train-mp-1101915.cif,0.0561999999999995,-1.5280143406060605
mp20-train-mp-1223506.cif,0.0,-2.122190942333333
mp20-train-mp-675458.cif,1.3933999999999995,-1.4724935314285723
mp20-train-mp-1212891.cif,0.0,-0.6027767387500003
mp20-train-mp-27478.cif,4.2205,-3.648433909971265
mp20-train-mp-9210.cif,0.0,-1.9801573642857144
mp20-train-mp-1217801.cif,0.9508,-2.6552120900000005
mp20-train-mp-18966.cif,1.1887,-1.2157479266666664
mp20-train-mp-15323.cif,0.0,-0.3808675851851844
mp20-train-mp-5575.cif,0.2698,-3.688745990833334
mp20-train-mp-981312.cif,0.0,-0.1183312262499995
mp20-train-mp-982380.cif,0.0,-0.034756183888889
mp20-train-mp-20066.cif,6.6402,-1.7701240000000005
mp20-train-mp-1225340.cif,0.0,-1.2441751757142856
mp20-train-mp-1103936.cif,0.0,-0.1367148390450934
mp20-train-mp-1523171.cif,0.0907,-2.8015963611551724
mp20-train-mp-1220689.cif,0.0,-0.1879299375000001
mp20-train-mp-1114295.cif,0.0,-1.3405449134195404
mp20-train-mp-1217593.cif,0.0,-0.3943992430769229
mp20-train-mp-4002.cif,6.481,-3.681093611296296
mp20-train-mp-1219212.cif,0.0,-0.1078225442105259
mp20-train-mp-1018764.cif,0.0,-0.8720630533333331
mp20-train-mp-25279.cif,2.3444000000000003,-2.289021817142858
mp20-train-mp-1216123.cif,0.0,-0.4090707905555544
mp20-train-mp-29644.cif,0.7192999999999996,-0.4537121812499999
mp20-train-mp-971739.cif,0.0,-0.3600096324999997
mp20-train-mp-1216573.cif,0.0,-0.5385224527777783
mp20-train-mp-1218520.cif,3.913,-3.4399821945238096
mp20-train-mp-10246.cif,1.3934000000000002,-1.061307894870689
mp20-train-mp-1227786.cif,3.0697,-3.2043670542708336
mp20-train-mp-1251059.cif,3.1454000000000004,-2.8450809895000004
mp20-train-mp-569818.cif,0.0,-0.7995622742857142
mp20-train-mp-1206599.cif,0.0,-0.4366428670000005
mp20-train-mp-19035.cif,0.0,-2.1434141710000008
mp20-train-mp-865927.cif,0.0,-3.607635738166668
mp20-train-mp-1783.cif,0.0,-0.7233406855280169
mp20-train-mp-1190287.cif,3.5975,-1.9618601795833328
mp20-train-mp-1224152.cif,0.0,-0.0749492707692317
mp20-train-mp-1184636.cif,0.0,-0.2495066475000005
mp20-train-mp-1219936.cif,0.0,-0.7210870933333334
mp20-train-mp-569548.cif,0.709,-1.221344844086207
mp20-train-mp-1079656.cif,1.044,-1.5522377998958334
mp20-train-mp-567597.cif,0.0,0.0495451799999999
mp20-train-mp-1209398.cif,3.3815,-2.7339250444642857
mp20-train-mp-1227045.cif,0.0,-0.5539856800000003
mp20-train-mp-865560.cif,0.0,-0.4065234083333324
mp20-train-mp-1219830.cif,0.0,-0.2625691524999999
mp20-train-mp-977568.cif,0.0,-0.73595679625
mp20-train-mp-505531.cif,0.0,-0.7579213340625008
mp20-train-mp-1111651.cif,3.1839,-1.7628722627551716
mp20-train-mp-752413.cif,3.8404,-3.669892503571429
mp20-train-mp-1101405.cif,0.3178999999999999,-1.1169585916666662
mp20-train-mp-10183.cif,0.0,-0.6273420399999997
mp20-train-mp-1223111.cif,0.0,-0.8191176007142852
mp20-train-mp-1228810.cif,1.4914000000000005,-0.6734101941145845
mp20-train-mp-1205409.cif,0.0231000000000003,-1.0114762187037027
mp20-train-mp-1208480.cif,0.0,-0.7006076575
mp20-train-mp-1039463.cif,0.0,-0.0436135866666666
mp20-train-mp-1226064.cif,0.0,-0.6225586329166669
mp20-train-mp-19905.cif,0.0,-0.4335706625000005
mp20-train-mp-756506.cif,2.6805,-2.1026182450000004
mp20-train-mp-1216876.cif,0.0,-0.4034869263541658
mp20-train-mp-755976.cif,1.3587000000000002,-2.2890275297298843
mp20-train-mp-28916.cif,0.0,-0.1574625457586208
mp20-train-mp-1213070.cif,0.0,-0.6127316216666662
mp20-train-mp-646399.cif,0.0,-0.6491323519999994
mp20-train-mp-560338.cif,3.0873,-3.0417904968750005
mp20-train-mp-1106367.cif,1.0475,-0.1875391529999994
mp20-train-mp-1176480.cif,0.2258,-2.519970947643679
mp20-train-mp-1221404.cif,1.2358000000000002,-1.0838946251562511
mp20-train-mp-3248.cif,3.6687,-2.8467551558333333
mp20-train-mp-1223378.cif,4.9142,-2.12241746692069
mp20-train-mp-1078184.cif,0.0,-1.5472177235714273
mp20-train-mp-29733.cif,0.0,-0.2003098233333329
mp20-train-mp-1516433.cif,2.9563,-3.3644902615
mp20-train-mp-30254.cif,0.0,-0.5190108482222219
mp20-train-mp-865400.cif,0.0,-1.0824681099999998
mp20-train-mp-1104019.cif,0.0,-0.9246870107142858
mp20-train-mp-1102432.cif,0.1141999999999998,-1.0307644081818177
mp20-train-mp-1174024.cif,0.7245999999999997,-1.7761986560165235
mp20-train-mp-1184409.cif,0.0,-0.2192834275000006
mp20-train-mp-1183484.cif,0.0,0.0063997075000001
mp20-train-mp-30714.cif,0.0,-0.2232591443859647
mp20-train-mp-1205711.cif,0.0,-0.6903757630000001
mp20-train-mp-1222353.cif,0.0434999999999998,-1.771844245180623
mp20-train-mp-639863.cif,0.0,-0.8073279281249999
mp20-train-mp-1078586.cif,0.0,-0.3216713252777765
mp20-train-mp-1212203.cif,0.0,-0.7777375249999992
mp20-train-mp-1223437.cif,0.0,-0.4760772037500004
mp20-train-mp-755127.cif,0.0,-1.074027089047619
mp20-train-mp-29882.cif,1.6597,-1.4832804910862063
mp20-train-mp-1206125.cif,0.0,-0.9578654943333332
mp20-train-mp-1187928.cif,0.0,-0.3680405991666666
mp20-train-mp-32884.cif,1.3054,-0.2169245338194443
mp20-train-mvc-2250.cif,0.0,-1.305266932833333
mp20-train-mp-1220988.cif,0.6507000000000001,-0.655458495466954
mp20-train-mp-549709.cif,1.4576000000000002,-2.47558503125
mp20-train-mp-570631.cif,0.0,-0.7932439153333334
mp20-train-mp-1114337.cif,2.2704,-2.4627341681436783
mp20-train-mp-570256.cif,1.5935,-0.5145419697619048
mp20-train-mp-1087504.cif,0.5176000000000003,-0.2960676203750001
mp20-train-mp-864903.cif,0.0,-0.3587628200000008
mp20-train-mp-1212824.cif,0.0,-0.3919059399999999
mp20-train-mp-11317.cif,0.0,-0.008342445833333
mp20-train-mp-865421.cif,0.0,-0.1460182868749999
mp20-train-mp-1025066.cif,0.0,-0.1576614316666666
mp20-train-mp-1095134.cif,0.0,-0.6774011637499999
mp20-train-mp-1187657.cif,0.0,-0.2616038895833328
mp20-train-mp-1184131.cif,0.0,-0.3219052304166663
mp20-train-mp-866074.cif,0.0,-0.2950109508333329
mp20-train-mp-752465.cif,2.0645,-3.200468371388889
mp20-train-mp-21229.cif,0.0,-0.5534144130000002
mp20-train-mp-15155.cif,2.019,-3.3553108478296148
mp20-train-mp-569581.cif,0.0,-0.2104985866666666
mp20-train-mp-675.cif,0.0,-0.1452610433333324
mp20-train-mvc-14834.cif,4.7129,-3.964886146041666
mp20-train-mp-38220.cif,3.0358,-1.3983153205
mp20-train-mp-559736.cif,1.6427,-1.742928334333334
mp20-train-mp-1282563.cif,0.9107999999999998,-1.405971088591955
mp20-train-mp-1674.cif,0.0,-2.072376148671875
mp20-train-mp-19282.cif,3.4564,-2.6644351123333343
mp20-train-mp-1078832.cif,0.0,-0.6468923769444446
mp20-train-mp-1217605.cif,1.6550000000000002,-1.350240770729166
mp20-train-mp-21450.cif,0.0,-0.8071238259999994
mp20-train-mp-755683.cif,1.0845,-1.5978888427586198
mp20-train-mp-19147.cif,3.3914000000000004,-1.6550596940000006
mp20-train-mp-8045.cif,0.0,-0.8855355611111122
mp20-train-mp-1018647.cif,0.0,-0.6689595129999993
mp20-train-mp-1079794.cif,0.0,-0.5493624577777775
mp20-train-mp-569304.cif,2.6904,0.0
mp20-train-mp-989523.cif,4.573200000000001,-2.8027158041551723
mp20-train-mp-2484.cif,0.0,-0.4611039275000008
mp20-train-mp-866811.cif,0.7673999999999994,-1.3143877423750006
mp20-train-mp-1025536.cif,0.0,-0.6158863662499998
mp20-train-mp-555984.cif,0.0,-1.0076064571874994
mp20-train-mp-2449.cif,0.0,-0.4999517000000004
mp20-train-mp-1105973.cif,0.7889000000000004,-1.3090245847135416
mp20-train-mp-1112669.cif,5.0999,-2.48991958791954
mp20-train-mp-9687.cif,1.4328999999999998,-0.4859778810833335
mp20-train-mp-1185337.cif,0.0,-0.1764687570833333
